X.J1.,X.19.12.16.,X.66.48672.
J1,19:12:16,66.48672
J2,19:12:16,67.23392
J4,19:12:16,69.76377
J5,19:12:16,69.49682
J6,19:12:16,64.001236
J6A,19:12:16,57.667152
J7,19:12:16,54.886993
J8,19:12:16,43.637257
J9,19:12:16,24.534
J10,19:12:16,36.352436
J11,19:12:16,48.75896
J11A,19:12:16,31.10479
J12,19:12:16,21.091093
J13,19:12:16,65.27422
J14,19:12:16,68.231346
J15,19:12:16,68.46593
J15A,19:12:16,66.08785
J16,19:12:16,69.231606
J17,19:12:16,70
J18,19:12:16,70
J19,19:12:16,69.00954
J20,19:12:16,70
J21,19:12:16,65.07519
J21A,19:12:16,70
J22,19:12:16,70
J23,19:12:16,67.31971
J23A,19:12:16,68.836754
J24,19:12:16,69.593575
J24A,19:12:16,67.72946
J25,19:12:16,69.39756
J26,19:12:16,69.718216
J27,19:12:16,70
J28,19:12:16,59.493813
J29,19:12:16,70
J29A,19:12:16,61.939594
J30,19:12:16,49.22088
J31,19:12:16,63.108562
J32,19:12:16,48.60428
J33,19:12:16,50.222324
J34,19:12:16,54.059288
J35,19:12:16,60.894375
J35A,19:12:16,66.150375
J36,19:12:16,65.72732
J37,19:12:16,70
J38,19:12:16,70
J39,19:12:16,67.72946
J40,19:12:16,66.28692
J41,19:12:16,61.011543
J42,19:12:16,67.73547
J43|44,19:12:16,62.73009
J45,19:12:16,48.466953
J46,19:12:16,47.180798
J47,19:12:16,57.16615
J48,19:12:16,J48
X.J1.,X.19.32.49.,X.70.
J1,19:32:49,70
J2,19:32:49,68.19026
J4,19:32:49,61.990692
J5,19:32:49,62.298367
J6,19:32:49,59.030266
J6A,19:32:49,59.96395
J7,19:32:49,56.338448
J8,19:32:49,62.803337
J9,19:32:49,53.3378
J10,19:32:49,52.25746
J11,19:32:49,48.736885
J11A,19:32:49,25.460009
J12,19:32:49,25.607054
J13,19:32:49,62.202282
J14,19:32:49,66.13165
J15,19:32:49,67.22318
J15A,19:32:49,69.70482
J16,19:32:49,69.674095
J17,19:32:49,70
J18,19:32:49,65.38107
J19,19:32:49,67.108086
J20,19:32:49,66.93692
J21,19:32:49,63.578335
J21A,19:32:49,70
J22,19:32:49,70
J23,19:32:49,69.52303
J23A,19:32:49,67.43582
J24,19:32:49,68.35083
J24A,19:32:49,64.029
J25,19:32:49,66.60194
J26,19:32:49,66.736015
J27,19:32:49,70
J28,19:32:49,61.843136
J29,19:32:49,67.39403
J29A,19:32:49,61.939594
J30,19:32:49,50.730286
J31,19:32:49,62.3705
J32,19:32:49,50.540466
J33,19:32:49,48.842445
J34,19:32:49,45.98147
J35,19:32:49,57.16615
J35A,19:32:49,62.10291
J36,19:32:49,61.515297
J37,19:32:49,65.96262
J38,19:32:49,66.166725
J39,19:32:49,68.72365
J40,19:32:49,67.84801
J41,19:32:49,64.778824
J42,19:32:49,66.229645
J43|44,19:32:49,67.52527
J45,19:32:49,49.088326
J46,19:32:49,47.84558
J47,19:32:49,54.05929
J48,19:32:49,J48
X.J1.,X.20.33.00.,X.70.
J1,20:33:00,70
J2,20:33:00,66.056984
J4,20:33:00,65.572495
J5,20:33:00,68.9077
J6,20:33:00,63.37986
J6A,20:33:00,59.53127
J7,20:33:00,56.133297
J8,20:33:00,61.37618
J9,20:33:00,58.97288
J10,20:33:00,49.088326
J11,20:33:00,49.58237
J11A,20:33:00,49.088326
J12,20:33:00,47.679222
J13,20:33:00,63.64051
J14,20:33:00,63.90641
J15,20:33:00,65.28987
J15A,20:33:00,60.940514
J16,20:33:00,65.50033
J17,20:33:00,68.50076
J18,20:33:00,67.60328
J19,20:33:00,70
J20,20:33:00,66.52095
J21,20:33:00,64.66501
J21A,20:33:00,64.77202
J22,20:33:00,65.10435
J23,20:33:00,64.90477
J23A,20:33:00,66.204445
J24,20:33:00,68.9722
J24A,20:33:00,65.676735
J25,20:33:00,68.77935
J26,20:33:00,67.41784
J27,20:33:00,70
J28,20:33:00,62.475006
J29,20:33:00,70
J29A,20:33:00,59.56864
J30,20:33:00,51.461246
J31,20:33:00,61.26341
J32,20:33:00,50.128498
J33,20:33:00,48.747383
J34,20:33:00,48.190853
J35,20:33:00,64.001236
J35A,20:33:00,70
J36,20:33:00,69.455536
J37,20:33:00,68.68036
J38,20:33:00,70
J39,20:33:00,67.23236
J40,20:33:00,54.8365
J41,20:33:00,58.54734
J42,20:33:00,66.76384
J43|44,20:33:00,66.571915
J45,20:33:00,49.088326
J46,20:33:00,47.224213
J47,20:33:00,52.81655
J48,20:33:00,J48
X.J1.,X.21.18.29.,X.70.
J1,21:18:29,70
J2,21:18:29,67.97778
J4,21:18:29,67.50387
J5,21:18:29,62.233868
J6,21:18:29,60.273006
J6A,21:18:29,61.457188
J7,21:18:29,58.202557
J8,21:18:29,61.140987
J9,21:18:29,58.512154
J10,21:18:29,51.636093
J11,21:18:29,53.14591
J11A,21:18:29,54.69674
J12,21:18:29,50.387943
J13,21:18:29,60.89438
J14,21:18:29,46.22176
J15,21:18:29,65.86535
J15A,21:18:29,67.72947
J16,21:18:29,66.410385
J17,21:18:29,64.77253
J18,21:18:29,61.511578
J19,21:18:29,64.69727
J20,21:18:29,67.27926
J21,21:18:29,68.13913
J21A,21:18:29,64.04864
J22,21:18:29,61.65537
J23,21:18:29,63.944195
J23A,21:18:29,66.79172
J24,21:18:29,68.35083
J24A,21:18:29,62.10935
J25,21:18:29,63.938232
J26,21:18:29,63.13057
J27,21:18:29,62.398056
J28,21:18:29,64.16487
J29,21:18:29,66.513435
J29A,21:18:29,59.29088
J30,21:18:29,50.351196
J31,21:18:29,64.603645
J32,21:18:29,49.290894
J33,21:18:29,51.198322
J34,21:18:29,51.09021
J35,21:18:29,62.75849
J35A,21:18:29,70
J36,21:18:29,68.69614
J37,21:18:29,68.43818
J38,21:18:29,67.51481
J39,21:18:29,53.31365
J40,21:18:29,47.80162
J41,21:18:29,47.86686
J42,21:18:29,63.46073
J43|44,21:18:29,68.682816
J45,21:18:29,57.78752
J46,21:18:29,49.08832
J47,21:18:29,57.78752
J48,21:18:29,J48
X.J1.,X.00.53.05.,X.60.894375.
J1,00:53:05,60.894375
J2,00:53:05,62.03351
J4,00:53:05,61.741337
J5,00:53:05,65.86535
J6,00:53:05,60.894375
J6A,00:53:05,42.526516
J7,00:53:05,52.81655
J8,00:53:05,57.095333
J9,00:53:05,54.320217
J10,00:53:05,50.64101
J11,00:53:05,47.88293
J11A,00:53:05,55.047195
J12,00:53:05,50.89556
J13,00:53:05,53.859146
J14,00:53:05,56.81609
J15,00:53:05,55.302032
J15A,00:53:05,55.92341
J16,00:53:05,61.93505
J17,00:53:05,60.05813
J18,00:53:05,61.50691
J19,00:53:05,61.039272
J20,00:53:05,54.646427
J21,00:53:05,54.05929
J21A,00:53:05,61.590458
J22,00:53:05,60.133385
J23,00:53:05,55.37258
J23A,00:53:05,55.77659
J24,00:53:05,55.302036
J24A,00:53:05,55.157784
J25,00:53:05,60.497387
J26,00:53:05,64.31285
J27,00:53:05,68.83141
J28,00:53:05,67.48075
J29,00:53:05,55.30204
J29A,00:53:05,51.900265
J30,00:53:05,50.16796
J31,00:53:05,58.137596
J32,00:53:05,49.088326
J33,00:53:05,49.416283
J34,00:53:05,50.193012
J35,00:53:05,54.05929
J35A,00:53:05,66.31854
J36,00:53:05,68.76538
J37,00:53:05,67.80688
J38,00:53:05,69.75602
J39,00:53:05,66.36244
J40,00:53:05,64.0605
J41,00:53:05,60.564163
J42,00:53:05,61.340538
J43|44,00:53:05,64.679405
J45,00:53:05,54.680668
J46,00:53:05,48.71935
J47,00:53:05,54.05929
J48,00:53:05,J48
X.J1.,X.18.24.03.,X.67.72946.
J1,18:24:03,67.72946
J2,18:24:03,69.35889
J4,18:24:03,65.46956
J5,18:24:03,49.436718
J6,18:24:03,9.320568
J6A,18:24:03,24.783278
J7,18:24:03,30.440071
J8,18:24:03,16.440273
J9,18:24:03,15.855875
J10,18:24:03,34.17986
J11,18:24:03,49.545017
J11A,18:24:03,50.13847
J12,18:24:03,48.97457
J13,18:24:03,51.60406
J14,18:24:03,57.854237
J15,18:24:03,58.754177
J15A,18:24:03,62.980995
J16,18:24:03,63.502556
J17,18:24:03,68.950554
J18,18:24:03,63.50137
J19,18:24:03,61.113945
J20,18:24:03,33.70133
J21,18:24:03,45.168747
J21A,18:24:03,61.665165
J22,18:24:03,63.449673
J23,18:24:03,59.44001
J23A,18:24:03,59.516182
J24,18:24:03,61.515747
J24A,18:24:03,59.723766
J25,18:24:03,61.002632
J26,18:24:03,60.83205
J27,18:24:03,61.73539
J28,18:24:03,57.795048
J29,18:24:03,48.100883
J29A,18:24:03,15.7462
J30,18:24:03,38.724625
J31,18:24:03,52.936184
J32,18:24:03,52.60715
J33,18:24:03,52.19518
J34,18:24:03,51.22854
J35,18:24:03,60.273006
J35A,18:24:03,65.71428
J36,18:24:03,62.13712
J37,18:24:03,68.26348
J38,18:24:03,67.821335
J39,18:24:03,69.71785
J40,18:24:03,67.78873
J41,18:24:03,66.64294
J42,18:24:03,63.263058
J43|44,18:24:03,22.582354
J45,18:24:03,23.612104
J46,18:24:03,33.283672
J47,18:24:03,55.923405
J48,18:24:03,J48
X.J1.,X.18.56.10.,X.64.622604.
J1,18:56:10,64.622604
J2,18:56:10,63.044884
J4,18:56:10,64.39702
J5,18:56:10,59.55489
J6,18:56:10,24.854847
J6A,18:56:10,24.035027
J7,18:56:10,36.65734
J8,18:56:10,15.763362
J9,18:56:10,15.373782
J10,18:56:10,31.133804
J11,18:56:10,45.39745
J11A,18:56:10,46.881653
J12,18:56:10,38.476677
J13,18:56:10,61.415672
J14,18:56:10,62.434044
J15,18:56:10,65.35907
J15A,18:56:10,65.355225
J16,18:56:10,63.061207
J17,18:56:10,63.336563
J18,18:56:10,65.31725
J19,18:56:10,69.81314
J20,18:56:10,50.79162
J21,18:56:10,48.219624
J21A,18:56:10,55.322147
J22,18:56:10,37.37979
J23,18:56:10,59.382973
J23A,18:56:10,65.71853
J24,18:56:10,65.24397
J24A,18:56:10,66.08173
J25,18:56:10,67.503075
J26,18:56:10,68.84755
J27,18:56:10,68.210045
J28,18:56:10,60.957893
J29,18:56:10,50.796112
J29A,18:56:10,48.26942
J30,18:56:10,34.864834
J31,18:56:10,46.45117
J32,18:56:10,47.636177
J33,18:56:10,47.22421
J34,18:56:10,46.740887
J35,18:56:10,55.92341
J35A,18:56:10,62.89245
J36,18:56:10,65.796104
J37,18:56:10,70
J38,18:56:10,66.19341
J39,18:56:10,61.267197
J40,18:56:10,67.78873
J41,18:56:10,69.38053
J42,18:56:10,64.84047
J43|44,18:56:10,27.942108
J45,18:56:10,32.932674
J46,18:56:10,43.07676
J47,18:56:10,55.923405
J48,18:56:10,J48
X.J1.,X.04.02.44.,X.54.05929.
J1,04:02:44,54.05929
J2,04:02:44,57.176476
J4,04:02:44,63.84292
J5,04:02:44,58.86901
J6,04:02:44,61.515743
J6A,04:02:44,63.383118
J7,04:02:44,57.58
J8,04:02:44,57.45113
J9,04:02:44,58.312057
J10,04:02:44,49.150608
J11,04:02:44,49.08832
J11A,04:02:44,49.66434
J12,04:02:44,49.092594
J13,04:02:44,64.13156
J14,04:02:44,62.87649
J15,04:02:44,64.23143
J15A,04:02:44,61.53472
J16,04:02:44,52.497894
J17,04:02:44,55.280388
J18,04:02:44,58.17221
J19,04:02:44,62.246902
J20,04:02:44,64.103935
J21,04:02:44,63.67977
J21A,04:02:44,66.01476
J22,04:02:44,59.71452
J23,04:02:44,56.276115
J23A,04:02:44,56.239777
J24,04:02:44,56.544777
J24A,04:02:44,60.31736
J25,04:02:44,61.20948
J26,04:02:44,55.92341
J27,04:02:44,56.424633
J28,04:02:44,55.10727
J29,04:02:44,54.551044
J29A,04:02:44,51.6225
J30,04:02:44,54.684208
J31,04:02:44,62.001472
J32,04:02:44,50.186913
J33,04:02:44,52.48859
J34,04:02:44,50.46912
J35,04:02:44,55.302036
J35A,04:02:44,65.24397
J36,04:02:44,64.83032
J37,04:02:44,67.0108
J38,04:02:44,70
J39,04:02:44,65.1197
J40,04:02:44,64.001236
J41,04:02:44,61.88502
J42,04:02:44,64.09241
J43|44,04:02:44,63.76864
J45,04:02:44,64.001236
J46,04:02:44,50.010765
J47,04:02:44,55.302032
J48,04:02:44,J48
X.J1.,X.06.40.15.,X.64.622604.
J1,06:40:15,64.622604
J2,06:40:15,67.051125
J4,06:40:15,70
J5,06:40:15,63.31536
J6,06:40:15,67.108086
J6A,06:40:15,58.65614
J7,06:40:15,60.27182
J8,06:40:15,63.942455
J9,06:40:15,58.572975
J10,06:40:15,48.963757
J11,06:40:15,47.71825
J11A,06:40:15,47.800224
J12,06:40:15,48.35747
J13,06:40:15,70
J14,06:40:15,66.29621
J15,06:40:15,60.1346
J15A,06:40:15,60.89437
J16,06:40:15,60.9232
J17,06:40:15,67.857735
J18,06:40:15,63.468414
J19,06:40:15,64.84217
J20,06:40:15,62.166176
J21,06:40:15,69.96083
J21A,06:40:15,65.73963
J22,06:40:15,61.38305
J23,06:40:15,62.48983
J23A,06:40:15,61.120754
J24,06:40:15,59.65163
J24A,06:40:15,55.157784
J25,06:40:15,54.677116
J26,06:40:15,58.658184
J27,06:40:15,70
J28,06:40:15,66.09684
J29,06:40:15,58.046753
J29A,06:40:15,55.857563
J30,06:40:15,55.019493
J31,06:40:15,65.96307
J32,06:40:15,50.74304
J33,06:40:15,49.040794
J34,06:40:15,49.571644
J35,06:40:15,55.302036
J35A,06:40:15,70
J36,06:40:15,70
J37,06:40:15,70
J38,06:40:15,70
J39,06:40:15,64.99543
J40,06:40:15,68.32885
J41,06:40:15,59.825626
J42,06:40:15,61.55669
J43|44,06:40:15,65.59016
J45,06:40:15,52.19518
J46,06:40:15,48.75593
J47,06:40:15,57.16615
J48,06:40:15,J48
X.J1.,X.18.10.39.,X.67.72946.
J1,18:10:39,67.72946
J2,18:10:39,70
J4,18:10:39,69.67274
J5,18:10:39,70
J6,18:10:39,69.593575
J6A,18:10:39,61.70769
J7,18:10:39,60.27656
J8,18:10:39,67.45679
J9,18:10:39,57.429768
J10,18:10:39,50.517918
J11,18:10:39,52.35986
J11A,18:10:39,52.816547
J12,18:10:39,50.44482
J13,18:10:39,64.52254
J14,18:10:39,65.5902
J15,18:10:39,62.919483
J15A,18:10:39,68.508224
J16,18:10:39,66.50799
J17,18:10:39,70
J18,18:10:39,70
J19,18:10:39,70
J20,18:10:39,70
J21,18:10:39,64.187996
J21A,18:10:39,69.56987
J22,18:10:39,70
J23,18:10:39,69.93278
J23A,18:10:39,69.92131
J24,18:10:39,70
J24A,18:10:39,63.80144
J25,18:10:39,67.141235
J26,18:10:39,70
J27,18:10:39,68.57047
J28,18:10:39,67.16818
J29,18:10:39,68.48045
J29A,18:10:39,64.26185
J30,18:10:39,51.401566
J31,18:10:39,65.10832
J32,18:10:39,49.088326
J33,18:10:39,48.289814
J34,18:10:39,49.709694
J35,18:10:39,59.030262
J35A,18:10:39,69.91281
J36,18:10:39,69.24827
J37,18:10:39,66.933395
J38,18:10:39,70
J39,18:10:39,68.35083
J40,18:10:39,67.78873
J41,18:10:39,65.76946
J42,18:10:39,67.16864
J43|44,18:10:39,66.19733
J45,18:10:39,48.466953
J46,18:10:39,48.86042
J47,18:10:39,55.923405
J48,18:10:39,J48
X.J1.,X.23.09.20.,X.67.108086.
J1,23:09:20,67.108086
J2,23:09:20,70
J4,23:09:20,70
J5,23:09:20,63.766853
J6,23:09:20,67.108086
J6A,23:09:20,63.44818
J7,23:09:20,52.613777
J8,23:09:20,69.291695
J9,23:09:20,62.13996
J10,23:09:20,50.82787
J11,23:09:20,53.475273
J11A,23:09:20,53.258533
J12,23:09:20,49.54334
J13,23:09:20,60.307915
J14,23:09:20,64.51505
J15,23:09:20,69.47848
J15A,23:09:20,69.1947
J16,23:09:20,67.65313
J17,23:09:20,67.55787
J18,23:09:20,69.40326
J19,23:09:20,66.7414
J20,23:09:20,70
J21,23:09:20,70
J21A,23:09:20,70
J22,23:09:20,67.11501
J23,23:09:20,70
J23A,23:09:20,69.763115
J24,23:09:20,69.593575
J24A,23:09:20,69.52145
J25,23:09:20,67.9757
J26,23:09:20,65.3063
J27,23:09:20,70
J28,23:09:20,70
J29,23:09:20,70
J29A,23:09:20,62.446426
J30,23:09:20,52.07092
J31,23:09:20,64.09897
J32,23:09:20,51.645885
J33,23:09:20,49.627968
J34,23:09:20,49.226376
J35,23:09:20,59.030262
J35A,23:09:20,68.9722
J36,23:09:20,70
J37,23:09:20,70
J38,23:09:20,67.02721
J39,23:09:20,64.99543
J40,23:09:20,65.3845
J41,23:09:20,62.545444
J42,23:09:20,65.90328
J43|44,23:09:20,68.9722
J45,23:09:20,52.81655
J46,23:09:20,49.605206
J47,23:09:20,57.16615
J48,23:09:20,J48
X.J1.,X.02.09.21.,X.68.35083.
J1,02:09:21,68.35083
J2,02:09:21,70
J4,02:09:21,70
J5,02:09:21,68.641075
J6,02:09:21,63.37986
J6A,02:09:21,64.49573
J7,02:09:21,60.27182
J8,02:09:21,65.21486
J9,02:09:21,61.44028
J10,02:09:21,47.411064
J11,02:09:21,49.253006
J11A,02:09:21,49.90256
J12,02:09:21,51.236824
J13,02:09:21,64.913506
J14,02:09:21,66.13248
J15,02:09:21,57.85672
J15A,02:09:21,68.684586
J16,02:09:21,70
J17,02:09:21,70
J18,02:09:21,64.23512
J19,02:09:21,70
J20,02:09:21,70
J21,02:09:21,70
J21A,02:09:21,70
J22,02:09:21,60.279934
J23,02:09:21,54.200375
J23A,02:09:21,54.98567
J24,02:09:21,54.05929
J24A,02:09:21,54.608536
J25,02:09:21,56.731827
J26,02:09:21,65.92581
J27,02:09:21,62.398056
J28,02:09:21,61.97588
J29,02:09:21,62.24003
J29A,02:09:21,63.525936
J30,02:09:21,52.001526
J31,02:09:21,62.9131
J32,02:09:21,48.120228
J33,02:09:21,51.711647
J34,02:09:21,50.95244
J35,02:09:21,69.593575
J35A,02:09:21,68.31662
J36,02:09:21,68.00553
J37,02:09:21,65.875275
J38,02:09:21,63.590767
J39,02:09:21,67.4809
J40,02:09:21,67.78873
J41,02:09:21,64.079346
J42,02:09:21,56.743023
J43|44,02:09:21,56.25539
J45,02:09:21,50.331066
J46,02:09:21,48.774853
J47,02:09:21,52.19518
J48,02:09:21,J48
X.J1.,X.05.09.22.,X.65.24397.
J1,05:09:22,65.24397
J2,05:09:22,68.03475
J4,05:09:22,70
J5,05:09:22,70
J6,05:09:22,68.9722
J6A,05:09:22,65.18542
J7,05:09:22,58.406517
J8,05:09:22,68.86858
J9,05:09:22,63.422153
J10,05:09:22,49.52284
J11,05:09:22,48.796314
J11A,05:09:22,48.022514
J12,05:09:22,48.921967
J13,05:09:22,63.64051
J14,05:09:22,65.99002
J15,05:09:22,66.02634
J15A,05:09:22,65.86535
J16,05:09:22,67.87228
J17,05:09:22,64.494316
J18,05:09:22,60.421124
J19,05:09:22,59.544075
J20,05:09:22,64.89647
J21,05:09:22,65.458565
J21A,05:09:22,62.16082
J22,05:09:22,56.474968
J23,05:09:22,55.92341
J23A,05:09:22,54.99703
J24,05:09:22,54.680664
J24A,05:09:22,61.976273
J25,05:09:22,63.337234
J26,05:09:22,68.163864
J27,05:09:22,52.09568
J28,05:09:22,52.715515
J29,05:09:22,59.888084
J29A,05:09:22,56.756702
J30,05:09:22,56.024204
J31,05:09:22,63.982277
J32,05:09:22,50.042755
J33,05:09:22,58.058674
J34,05:09:22,52.126297
J35,05:09:22,60.894375
J35A,05:09:22,69.91281
J36,05:09:22,68.5581
J37,05:09:22,70
J38,05:09:22,70
J39,05:09:22,69.71785
J40,05:09:22,67.90728
J41,05:09:22,63.905346
J42,05:09:22,59.581066
J43|44,05:09:22,52.81655
J45,05:09:22,48.466953
J46,05:09:22,50.06101
J47,05:09:22,54.05929
J48,05:09:22,J48
X.J1.,X.08.09.23.,X.70.
J1,08:09:23,70
J2,08:09:23,67.21169
J4,08:09:23,70
J5,08:09:23,67.26933
J6,08:09:23,68.35083
J6A,08:09:23,67.23496
J7,08:09:23,61.309414
J8,08:09:23,68.85663
J9,08:09:23,62.48292
J10,08:09:23,48.40467
J11,08:09:23,48.339622
J11A,08:09:23,48.590218
J12,08:09:23,48.41435
J13,08:09:23,67.85979
J14,08:09:23,70
J15,08:09:23,70
J15A,08:09:23,67.26548
J16,08:09:23,70
J17,08:09:23,70
J18,08:09:23,70
J19,08:09:23,70
J20,08:09:23,70
J21,08:09:23,67.53285
J21A,08:09:23,67.28121
J22,08:09:23,70
J23,08:09:23,70
J23A,08:09:23,70
J24,08:09:23,70
J24A,08:09:23,70
J25,08:09:23,70
J26,08:09:23,70
J27,08:09:23,70
J28,08:09:23,69.22
J29,08:09:23,70
J29A,08:09:23,64.032776
J30,08:09:23,53.886406
J31,08:09:23,68.23414
J32,08:09:23,50.540466
J33,08:09:23,49.12287
J34,08:09:23,49.985798
J35,08:09:23,64.001236
J35A,08:09:23,68.03159
J36,08:09:23,70
J37,08:09:23,70
J38,08:09:23,70
J39,08:09:23,69.345024
J40,08:09:23,70
J41,08:09:23,65.86535
J42,08:09:23,70
J43|44,08:09:23,67.49687
J45,08:09:23,49.709698
J46,08:09:23,49.17515
J47,08:09:23,55.923405
J48,08:09:23,J48
X.J1.,X.11.09.24.,X.68.9722.
J1,11:09:24,68.9722
J2,11:09:24,64.12706
J4,11:09:24,69.898315
J5,11:09:24,63.25086
J6,11:09:24,59.030266
J6A,11:09:24,59.345833
J7,11:09:24,56.961006
J8,11:09:24,60.400448
J9,11:09:24,42.722637
J10,11:09:24,36.4162
J11,11:09:24,41.399292
J11A,11:09:24,47.61267
J12,11:09:24,46.550236
J13,11:09:24,64.32705
J14,11:09:24,68.14819
J15,11:09:24,68.23574
J15A,11:09:24,67.219345
J16,11:09:24,68.869644
J17,11:09:24,69.89344
J18,11:09:24,64.42594
J19,11:09:24,67.621895
J20,11:09:24,70
J21,11:09:24,63.61786
J21A,11:09:24,70
J22,11:09:24,70
J23,11:09:24,70
J23A,11:09:24,67.582634
J24,11:09:24,67.72946
J24A,11:09:24,67.32446
J25,11:09:24,67.83772
J26,11:09:24,68.5378
J27,11:09:24,70
J28,11:09:24,70
J29,11:09:24,70
J29A,11:09:24,63.019104
J30,11:09:24,50.83243
J31,11:09:24,64.739296
J32,11:09:24,51.508564
J33,11:09:24,48.289814
J34,11:09:24,48.743057
J35,11:09:24,59.030262
J35A,11:09:24,70
J36,11:09:24,70
J37,11:09:24,70
J38,11:09:24,70
J39,11:09:24,69.4693
J40,11:09:24,68.491356
J41,11:09:24,69.050316
J42,11:09:24,65.944214
J43|44,11:09:24,68.9722
J45,11:09:24,47.84558
J46,11:09:24,47.224213
J47,11:09:24,55.923405
J48,11:09:24,J48
X.J1.,X.14.09.25.,X.68.35083.
J1,14:09:25,68.35083
J2,14:09:25,68.9711
J4,14:09:25,69.06325
J5,14:09:25,69.9892
J6,14:09:25,69.593575
J6A,14:09:25,67.04953
J7,14:09:25,58.615223
J8,14:09:25,67.18978
J9,14:09:25,61.118988
J10,14:09:25,48.52924
J11,14:09:25,48.339622
J11A,14:09:25,49.407043
J12,14:09:25,49.035717
J13,14:09:25,68.54632
J14,14:09:25,69.94072
J15,14:09:25,70
J15A,14:09:25,70
J16,14:09:25,70
J17,14:09:25,69.7435
J18,14:09:25,70
J19,14:09:25,70
J20,14:09:25,70
J21,14:09:25,65.63414
J21A,14:09:25,70
J22,14:09:25,70
J23,14:09:25,70
J23A,14:09:25,70
J24,14:09:25,70
J24A,14:09:25,67.901474
J25,14:09:25,70
J26,14:09:25,66.736015
J27,14:09:25,70
J28,14:09:25,68.71255
J29,14:09:25,68.221214
J29A,14:09:25,61.366913
J30,14:09:25,51.912277
J31,14:09:25,69.32228
J32,14:09:25,50.67779
J33,14:09:25,49.334206
J34,14:09:25,48.605007
J35,14:09:25,65.24397
J35A,14:09:25,70
J36,14:09:25,68.2128
J37,14:09:25,68.79751
J38,14:09:25,69.31466
J39,14:09:25,68.22656
J40,14:09:25,69.25325
J41,14:09:25,61.57258
J42,14:09:25,66.794754
J43|44,14:09:25,64.001236
J45,14:09:25,47.84558
J46,14:09:25,47.741093
J47,14:09:25,60.273003
J48,14:09:25,J48
X.J1.,X.17.09.26.,X.68.9722.
J1,17:09:26,68.9722
J2,17:09:26,69.461395
J4,17:09:26,70
J5,17:09:26,70
J6,17:09:26,69.593575
J6A,17:09:26,65.37086
J7,17:09:26,66.48316
J8,17:09:26,66.30976
J9,17:09:26,58.73333
J10,17:09:26,47.84558
J11,17:09:26,47.88293
J11A,17:09:26,48.8847
J12,17:09:26,49.429585
J13,17:09:26,64.94842
J14,17:09:26,67.79178
J15,17:09:26,70
J15A,17:09:26,70
J16,17:09:26,68.407036
J17,17:09:26,70
J18,17:09:26,69.65125
J19,17:09:26,70
J20,17:09:26,70
J21,17:09:26,63.148647
J21A,17:09:26,67.332214
J22,17:09:26,70
J23,17:09:26,66.20455
J23A,17:09:26,66.204445
J24,17:09:26,70
J24A,17:09:26,70
J25,17:09:26,70
J26,17:09:26,70
J27,17:09:26,70
J28,17:09:26,70
J29,17:09:26,70
J29A,17:09:26,62.953262
J30,17:09:26,51.793976
J31,17:09:26,65.496315
J32,17:09:26,48.81368
J33,17:09:26,47.22421
J34,17:09:26,49.01916
J35,17:09:26,59.030262
J35A,17:09:26,70
J36,17:09:26,70
J37,17:09:26,70
J38,17:09:26,69.1288
J39,17:09:26,67.97801
J40,17:09:26,68.01051
J41,17:09:26,67.30336
J42,17:09:26,70
J43|44,17:09:26,70
J45,17:09:26,48.466953
J46,17:09:26,48.294556
J47,17:09:26,57.16615
J48,17:09:26,J48
X.J1.,X.20.09.27.,X.70.
J1,20:09:27,70
J2,20:09:27,68.47444
J4,20:09:27,69.75189
J5,20:09:27,70
J6,20:09:27,65.24397
J6A,20:09:27,64.56731
J7,20:09:27,56.957447
J8,20:09:27,68.46425
J9,20:09:27,58.711807
J10,20:09:27,48.52924
J11,20:09:27,49.253006
J11A,20:09:27,49.843586
J12,20:09:27,48.243717
J13,20:09:27,65.995674
J14,20:09:27,67.615265
J15,20:09:27,67.56847
J15A,20:09:27,68.97219
J16,20:09:27,67.67021
J17,20:09:27,70
J18,20:09:27,68.255424
J19,20:09:27,68.68018
J20,20:09:27,67.82698
J21,20:09:27,70
J21A,20:09:27,70
J22,20:09:27,70
J23,20:09:27,70
J23A,20:09:27,69.299934
J24,20:09:27,70
J24A,20:09:27,69.6657
J25,20:09:27,65.899254
J26,20:09:27,67.29505
J27,20:09:27,70
J28,20:09:27,70
J29,20:09:27,70
J29A,20:09:27,59.912247
J30,20:09:27,51.28311
J31,20:09:27,60.506386
J32,20:09:27,51.645885
J33,20:09:27,49.709694
J34,20:09:27,49.571644
J35,20:09:27,60.894375
J35A,20:09:27,69.27434
J36,20:09:27,68.69614
J37,20:09:27,67.72946
J38,20:09:27,67.67375
J39,20:09:27,66.238174
J40,20:09:27,67.588936
J41,20:09:27,64.40955
J42,20:09:27,66.89725
J43|44,20:09:27,68.697014
J45,20:09:27,64.001236
J46,20:09:27,48.86042
J47,20:09:27,61.515747
J48,20:09:27,J48
X.J1.,X.23.09.28.,X.58.408894.
J1,23:09:28,58.408894
J2,23:09:28,70
J4,23:09:28,70
J5,23:09:28,70
J6,23:09:28,69.593575
J6A,23:09:28,66.304535
J7,23:09:28,58.615223
J8,23:09:28,69.250084
J9,23:09:28,63.5036
J10,23:09:28,48.40467
J11,23:09:28,50.039055
J11A,23:09:28,51.63524
J12,23:09:28,50.440548
J13,23:09:28,53.177277
J14,23:09:28,61.35835
J15,23:09:28,61.745934
J15A,23:09:28,67.9981
J16,23:09:28,61.240402
